Id,SalePrice
1461,203118.3272890225
1462,199849.86301791813
1463,217895.62298539685
1464,184590.94625079888
1465,310727.3517200759
1466,149598.71355169785
1467,255770.52031126773
1468,220394.59125322814
1469,128221.97276332535
1470,121564.93475351625
1471,119509.54118252543
1472,380567.1984275632
1473,125686.88248106229
1474,226714.38758209677
1475,147022.28180304662
1476,140447.28038999502
1477,162253.85945021705
1478,104975.81989016074
1479,153743.5384319852
1480,121623.00122111272
1481,327285.454627113
1482,131572.05314770777
1483,230984.66970487396
1484,125895.90388896308
1485,159542.9111530595
1486,257266.46862876543
1487,131324.7880647685
1488,283051.04222519405
1489,167156.03026262773
1490,79908.20540666164
1491,77867.61798010276
1492,135008.25726872616
1493,189814.86675152092
1494,165983.11234130632
1495,293822.93431304157
1496,309476.98313419614
1497,153813.7722209713
1498,144973.5675737025
1499,126367.38550589797
1500,83061.65364724457
1501,140720.55948047244
1502,150439.4648065723
1503,152604.07403931278
1504,134593.35469785795
1505,134264.5175749215
1506,308522.38240232936
1507,210549.25752978452
1508,236633.61492513987
1509,84836.81555998797
1510,130412.17994029506
1511,170143.75463722806
1512,129660.09824200663
1513,97747.26071345314
1514,324358.6221086026
1515,133744.20773083708
1516,160972.6970921957
1517,210708.7661838507
1518,192942.13802152633
1519,433058.491070178
1520,121775.48872912898
1521,171711.25401108424
1522,95830.79749843125
1523,225368.06167769872
1524,141641.68695531326
1525,231328.32648043832
1526,301727.3678901921
1527,237828.57266591743
1528,206831.25546531857
1529,94688.97795934531
1530,220806.7006234129
1531,246505.2869418563
1532,124239.10976344612
1533,190310.21043584455
1534,143451.47071172588
1535,84914.78688650185
1536,86559.99908814789
1537,110966.10357344455
1538,121953.5639951015
1539,107820.35551607315
1540,108821.63348711406
1541,185414.06327321735
1542,167303.05790482933
1543,244138.2801941363
1544,127313.74615620344
1545,185915.83052428212
1546,278531.4711320884
1547,181938.69281376316
1548,167021.90431786494
1549,60489.759221736225
1550,118239.92680739501
1551,109034.4572995144
1552,106680.20984395343
1553,153778.17412336273
1554,160942.29941444143
1555,195329.6833943653
1556,196282.6244212313
1557,196641.27875263995
1558,110601.78496858531
1559,78954.69969558691
1560,122022.09749745746
1561,206702.400010098
1562,178698.56163322044
1563,136143.15013032054
1564,192272.3765020219
1565,132969.45481730296
1566,238562.49782966898
1567,96133.6192790053
1568,98861.37390833505
1569,107172.89717213226
1570,187145.18764847843
1571,138704.26342220983
1572,186178.5830118132
1573,330933.4239665353
1574,229755.69033054315
1575,249432.33765433406
1576,167711.4741170916
1577,121554.02726068816
1578,140004.10838507907
1579,330370.0279803798
1580,183838.63507003555
1581,162283.47216696152
1582,89701.93442634765
1583,135915.24803304102
1584,153379.3772230521
1585,175767.5235469356
1586,96103.5170385217
1587,134399.3298770359
1588,101085.78257544842
1589,148146.16441260383
1590,133563.62845764993
1591,213527.28139948426
1592,207555.78862574795
1593,149061.7701755461
1594,209199.18840869205
1595,174563.99302870658
1596,187170.94717850705
1597,136332.69030758736
1598,181536.45577745017
1599,238908.26199962466
1600,200590.14966034231
1601,102672.56451723789
1602,220917.0789058617
1603,124024.91541082905
1604,206191.81256950155
1605,142580.61540574528
1606,147736.8330234388
1607,120844.17317239783
1608,205469.12594281216
1609,144545.9561870486
1610,110224.96717672392
1611,141395.19129191668
1612,292559.76185092377
1613,172548.26667181856
1614,190205.09766913985
1615,107795.30383943232
1616,75703.3772524896
1617,125572.7174385505
1618,277056.8635951904
1619,214121.93017365845
1620,278665.3048288949
1621,173576.3452218388
1622,400834.79643760994
1623,232737.84977550642
1624,88333.78353071988
1625,139703.8339914286
1626,117391.48693641217
1627,178892.793830024
1628,341525.4920557307
1629,196139.11068883847
1630,243932.3376039759
1631,120681.61494247009
1632,186745.71648555607
1633,257066.21562520214
1634,168520.08236439715
1635,207632.41023917115
1636,213315.78740711077
1637,210792.03946991192
1638,173011.1504811377
1639,391941.96931206586
1640,108935.2156351121
1641,176407.44341055863
1642,176163.07927482892
1643,130517.06228664455
1644,194877.88606354583
1645,135712.83242760488
1646,381656.1172821692
1647,180338.63726902663
1648,126251.80992775098
1649,144010.69776014693
1650,267415.79319359874
1651,293867.6489059603
1652,204814.67656498175
1653,199167.7807737203
1654,156716.07214148666
1655,125495.74498089413
1656,152912.77187823874
1657,293872.7685890163
1658,192340.7532473306
1659,115218.5818000604
1660,305216.11419908877
1661,126362.29171552348
1662,161407.72901190905
1663,118523.92052872297
1664,159242.13177426026
1665,114537.18916946463
1666,174559.99655086058
1667,148182.17512702313
1668,127406.61953755232
1669,219538.9795408827
1670,156469.1250853408
1671,89092.68644930737
1672,151640.632533755
1673,248532.45210926756
1674,148719.75951052984
1675,152604.059330999
1676,135468.56985335442
1677,203142.29403720723
1678,80057.81996281953
1679,254848.98372223752
1680,173760.66875807263
1681,204372.3983815812
1682,207503.79819050114
1683,181154.67762916378
1684,108861.05547038231
1685,392928.20681950386
1686,96426.27816478559
1687,270058.2630228308
1688,100696.43205383145
1689,111851.25544008902
1690,188938.9350511888
1691,144151.4466305041
1692,380519.86864601827
1693,104961.14917788873
1694,140691.31286946902
1695,209377.88662473336
1696,88833.41956451148
1697,188400.3650288325
1698,208523.24662063958
1699,269907.6829186531
1700,119064.78239765807
1701,237000.75628036406
1702,111067.20275813392
1703,91259.72785752187
1704,142848.8618803597
1705,226203.14057364446
