Id,SalePrice
1461,203304.46879653833
1462,199370.11531363634
1463,217970.14534142846
1464,184485.40712001896
1465,310628.5111697405
1466,149999.65603438157
1467,255824.84338804794
1468,221014.64888486752
1469,128673.52002442058
1470,121856.24291141906
1471,119755.33828039399
1472,380429.12040083646
1473,125914.94541061045
1474,226395.14653334307
1475,147027.35697896616
1476,140659.2915024933
1477,162709.9051781632
1478,105358.14561047695
1479,153518.26400094182
1480,121782.37579705319
1481,326713.7498718353
1482,131692.09973953725
1483,231067.4727497027
1484,126275.33979666338
1485,159685.9771813109
1486,257274.40227277068
1487,131258.79846951205
1488,283301.037184894
1489,167186.77362727412
1490,79933.77804674617
1491,77798.82015970627
1492,134827.94972489
1493,189894.21958679208
1494,165522.31258182778
1495,294113.88981551037
1496,309489.9059175124
1497,153231.72374864263
1498,144889.25495257217
1499,126365.44760388386
1500,83132.34710910384
1501,140710.74888586276
1502,149704.67769794
1503,152071.53022647015
1504,134539.6897534855
1505,134370.32146537924
1506,308871.1646436939
1507,211923.62207819492
1508,236653.8318851779
1509,84543.28805398165
1510,130788.15330534706
1511,170129.4020257558
1512,132467.67809319202
1513,98051.73561252106
1514,325503.5604127643
1515,133845.82955939084
1516,160735.37955890255
1517,211063.89230278612
1518,192898.36980318176
1519,434543.54559560085
1520,121872.78236311974
1521,171664.94884678675
1522,95760.71471426563
1523,225676.3439900195
1524,141527.68202113494
1525,231128.61142754077
1526,302357.1271372717
1527,238394.77172267856
1528,206760.7286068987
1529,94558.24506195102
1530,220536.56940315422
1531,247027.93237239905
1532,124424.65749034667
1533,190376.91278212972
1534,143589.96384631412
1535,84850.82824626523
1536,86810.55453796919
1537,111038.36782725234
1538,121666.69535100495
1539,108000.22592035207
1540,108487.54689603494
1541,185446.53712116508
1542,167733.59268973293
1543,244082.82866056933
1544,127126.85369014408
1545,185812.59102473856
1546,278276.1633668241
1547,180966.60936120313
1548,166689.03986344088
1549,62274.79608768895
1550,118052.64148027117
1551,109022.04693387814
1552,106723.83699396666
1553,153320.05601151244
1554,160668.71472332426
1555,195135.3612348229
1556,195719.91679904168
1557,196479.93558696908
1558,110547.79282667335
1559,78805.24191214844
1560,121626.3220210588
1561,206704.13756729878
1562,178209.43148604897
1563,136125.44078906768
1564,192062.50237545284
1565,132789.42653459636
1566,238863.36598170278
1567,95677.76245311477
1568,98854.4117445919
1569,106870.12713365383
1570,187171.99280123788
1571,138762.1079912533
1572,186142.33715745233
1573,331014.79912447755
1574,229048.6027028333
1575,249568.653551603
1576,167719.82957776147
1577,121607.66117579376
1578,140219.6959610457
1579,332025.31648222357
1580,183495.06112097148
1581,161970.41110797634
1582,89479.9813963281
1583,136167.5631305305
1584,153184.0582364015
1585,175850.1326694317
1586,97601.0648166894
1587,134429.8371587938
1588,101279.38199246902
1589,148160.61597251124
1590,133618.73780900642
1591,213364.4093203812
1592,207253.2990342835
1593,149112.74905360668
1594,209252.3077171536
1595,174305.59564621415
1596,187551.8998362502
1597,135999.75936579859
1598,182681.03299556382
1599,238485.2019260988
1600,200474.15875621882
1601,102528.13037582905
1602,221034.41380045688
1603,123883.08425968619
1604,206048.30387619347
1605,142611.85567119566
1606,148533.62432019477
1607,120570.27695531328
1608,205454.08308467202
1609,144728.6059343116
1610,109796.94098628574
1611,140885.6744158404
1612,292799.88327891944
1613,172777.60426264035
1614,190205.52094677405
1615,107735.31063522528
1616,75948.75187817753
1617,125859.7894213803
1618,276508.9269210028
1619,214272.2287508371
1620,278745.45002531674
1621,173086.2704315542
1622,400834.7290735996
1623,232479.15475871527
1624,88735.00421303872
1625,139907.3485073018
1626,117299.7690951095
1627,178535.69091224976
1628,341386.58119813626
1629,196249.4181795089
1630,243654.6252332607
1631,124729.89940277919
1632,186671.93973112782
1633,257274.47770131254
1634,168375.2122378085
1635,207375.27707277925
1636,213334.19288457077
1637,210140.358140577
1638,173137.88297715914
1639,392387.9141281313
1640,108735.44506834119
1641,176100.62479760774
1642,176269.67921774834
1643,130618.33824572853
1644,195578.7645826318
1645,134918.01680433002
1646,388754.0859987204
1647,179992.76844799152
1648,127308.32709556083
1649,143836.86622205764
1650,267471.6918438144
1651,295013.14523714664
1652,205479.43423170183
1653,199080.55398719595
1654,157730.282756279
1655,125446.36043358706
1656,153247.65576775756
1657,293012.23789536767
1658,196801.27552092812
1659,115511.75868033225
1660,305065.0962997288
1661,126375.92976404176
1662,161638.33508885544
1663,118362.43779884589
1664,159341.75556122034
1665,114707.87064147792
1666,174481.20542918626
1667,148248.09783280865
1668,127313.77523933347
1669,219749.00059189057
1670,156943.05871359564
1671,89217.30522957799
1672,151852.70994638038
1673,248597.15319019114
1674,148560.34061669846
1675,152670.39772407338
1676,135385.22549519973
1677,203120.56828783735
1678,80043.5147904805
1679,255208.37982545156
1680,174019.85142339615
1681,204332.25985804337
1682,207398.2996984261
1683,181141.7172188482
1684,108996.055187415
1685,393374.7434438732
